City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,arraial do cabo,-22.9661,-42.0278,23.72,90,59,3.27,BR,1699921968
284,loriol-sur-drome,44.7521,4.8255,15.53,77,100,1.26,FR,1699921968
285,monrovia,6.3005,-10.7969,24.87,83,96,1.07,LR,1699921969
286,jayapura,-2.5333,140.7,28.66,71,97,1.09,ID,1699921969
287,karukh,34.4811,62.5863,10.11,38,99,1.37,AF,1699921969
288,nizhniy odes,63.6445,54.856,-2.04,96,100,5.03,RU,1699921970
289,minas de marcona,-15.2119,-75.1103,14.48,87,67,5.82,PE,1699921970
290,nguigmi,14.2495,13.1092,26.7,26,93,5.04,NE,1699921971
291,puerto armuelles,8.2833,-82.8667,28.98,84,100,3.13,PA,1699921971
292,jardin,5.599,-75.8198,13.79,98,68,1.11,CO,1699921972
293,santiago de cao,-7.9589,-79.2392,19.07,88,60,5.66,PE,1699921972
294,mudgeeraba,-28.0833,153.3667,26.66,68,75,3.6,AU,1699921973
295,olinda,-8.0089,-34.8553,26.85,83,40,3.6,BR,1699921834
296,port said,31.2565,32.2841,23.99,73,40,2.57,EG,1699921973
297,vorgashor,67.5833,63.95,-14.16,90,100,3.41,RU,1699921974
298,tobelo,1.7284,128.0095,28.9,72,99,0.41,ID,1699921974
299,ghat,24.9647,10.1728,18.21,40,0,2.19,LY,1699921975
300,arti,56.4234,58.5328,2.79,97,100,5.88,RU,1699921975
301,tonneins,44.3921,0.3124,16.9,93,98,1.53,FR,1699921976
302,prata,-19.3072,-48.9242,28.74,30,92,0.1,BR,1699921976
303,slatina,44.4333,24.3667,5.81,78,49,0.82,RO,1699921977
304,guixi,28.2886,117.2133,10.83,66,15,1.25,CN,1699921977
305,saipan,15.1355,145.701,31.39,70,20,7.72,MP,1699921785
306,male,4.1748,73.5089,26.97,89,75,1.54,MV,1699921978
307,nadym,65.5333,72.5167,-15.85,96,100,3.93,RU,1699921980
308,vung tau,10.346,107.0843,27.12,77,85,1.74,VN,1699921980
309,bratsk,56.1325,101.6142,0.27,87,100,4.79,RU,1699921981
310,harnai,30.1005,67.9374,13.89,31,0,1.06,PK,1699921981
311,mumford,5.2618,-0.759,26.43,86,0,2.35,GH,1699921982
312,lodwar,3.1191,35.5973,27.24,62,97,8.15,KE,1699921982
313,el porvenir,13.7617,-87.3458,25.63,91,100,2.29,HN,1699921983
314,hamilton,39.1834,-84.5333,12.76,46,0,2.06,US,1699921702
315,poronaysk,49.2167,143.1167,-3.36,72,16,3.5,RU,1699921984
316,port alfred,-33.5906,26.891,14.54,94,96,0.89,ZA,1699921779
317,nova sintra,14.8667,-24.7167,23.72,72,100,5.32,CV,1699921985
318,boa vista,2.8197,-60.6733,30.99,55,20,3.09,BR,1699921869
319,elbasan,41.1125,20.0822,8.4,72,100,1.71,AL,1699921986
320,uturoa,-16.7333,-151.4333,27.12,82,95,6.2,PF,1699921799
321,hue,16.4667,107.6,26.06,83,75,6.69,VN,1699921987
322,bel ombre,-4.6167,55.4167,27.91,78,20,2.06,SC,1699921988
323,bestobe,52.4994,73.0975,2.45,85,100,4.62,KZ,1699921988
324,kodinsk,58.6881,99.1844,0.8,98,100,4.24,RU,1699921989
325,kingston,17.997,-76.7936,28.53,80,20,7.72,JM,1699921910
326,erdenet,49.0333,104.0833,-9.28,72,100,1.31,MN,1699921990
327,avarua,-21.2078,-159.775,24.03,64,75,4.12,CK,1699921990
328,kuta,-8.7233,115.1723,28.97,79,75,2.24,ID,1699921991
329,dauphin,51.1494,-100.0502,2.08,75,20,5.66,CA,1699921991
330,klyuchi,52.2667,79.1667,3.16,92,99,4.15,RU,1699921992
331,jamestown,42.097,-79.2353,8.77,75,0,4.12,US,1699921930
332,port hedland,-20.3167,118.5667,28.03,51,0,5.66,AU,1699921993
333,tura,25.5198,90.2201,18.81,84,6,1.44,IN,1699921994
334,tyukhtet,56.5389,89.3011,-0.95,96,99,4.47,RU,1699921994
335,callao,-12.0667,-77.15,21.51,77,20,4.63,PE,1699921995
336,howrah,22.5892,88.3103,20.0,88,20,2.57,IN,1699921996
337,hanzhong,33.0728,107.0303,8.53,79,98,0.69,CN,1699921996
338,timbuktu,16.7735,-3.0074,25.68,11,0,4.67,ML,1699921997
339,hangu,39.2489,117.7892,3.02,47,12,3.05,CN,1699921997
340,enewetak,11.3474,162.3373,28.4,80,70,8.88,MH,1699921998
341,namibe,-15.1961,12.1522,23.3,62,100,2.86,AO,1699921799
342,santa ana,33.7456,-117.8678,25.73,48,75,3.09,US,1699921936
343,lucapa,-8.4192,20.7447,18.01,97,75,0.44,AO,1699922000
344,kembe,4.6228,21.8865,21.9,98,100,1.79,CF,1699922000
345,flying fish cove,-10.4217,105.6791,25.82,78,100,4.12,CX,1699921788
346,strathalbyn,-35.2667,138.9,17.59,96,100,2.9,AU,1699922001
347,lagunas,-5.2269,-75.6753,28.32,68,98,1.05,PE,1699922003
348,atbara,17.7022,33.9864,28.36,46,85,0.96,SD,1699922004
349,botshabelo,-29.2702,26.7052,11.65,54,8,2.72,ZA,1699922005
350,katsuren-haebaru,26.3369,127.8719,22.21,49,75,4.63,JP,1699922005
351,ilulissat,69.2167,-51.1,-3.99,63,75,7.2,GL,1699922006
352,ilha de mocambique,-15.0342,40.7358,25.72,84,100,3.43,MZ,1699922007
353,las lomitas,-24.7096,-60.593,20.61,83,100,3.15,AR,1699922007
354,wickenburg,33.9686,-112.7296,25.25,32,100,3.79,US,1699921835
355,kutoarjo,-7.7169,109.9128,28.52,76,68,2.35,ID,1699922008
356,maracaju,-21.6144,-55.1683,30.11,38,17,2.93,BR,1699922009
357,baiquan,47.5833,126.0833,-5.84,71,16,3.53,CN,1699922009
358,mugia,43.1041,-9.2179,18.84,96,100,12.53,ES,1699922010
359,tual,-5.6667,132.75,27.6,76,86,2.57,ID,1699922011
360,cherniakhiv,50.4565,28.6702,1.63,92,9,3.35,UA,1699922011
361,coeur d'alene,47.6777,-116.7805,7.12,88,100,4.63,US,1699922012
362,fisterra,42.9049,-9.2629,18.75,96,100,12.82,ES,1699922012
363,tarko-sale,64.9225,77.785,-19.6,96,17,2.65,RU,1699921936
364,gao,16.6362,1.637,23.42,15,0,5.33,ML,1699922015
365,kudahuvadhoo,2.6708,72.8944,27.38,74,97,1.78,MV,1699921964
366,virginia,37.5481,-77.4467,8.76,79,0,0.0,US,1699921814
367,mirnyy,62.5353,113.9611,-9.87,85,96,3.13,RU,1699922017
368,san angelo,31.4638,-100.437,10.16,93,100,3.09,US,1699922018
369,kristiansund,63.1115,7.732,0.36,69,100,2.57,NO,1699922018
370,pangody,65.85,74.4859,-18.79,100,100,2.88,RU,1699922019
371,merritt island,28.5392,-80.672,24.05,92,40,5.14,US,1699922020
372,springs,-26.25,28.4,15.74,96,62,4.81,ZA,1699922020
373,imperatriz,-5.5264,-47.4917,30.2,40,100,0.95,BR,1699921872
374,shizunai-furukawacho,42.3339,142.3669,5.4,59,19,8.4,JP,1699922021
375,fortuna,40.5982,-124.1573,14.99,91,0,3.09,US,1699922004
376,salalah,17.0151,54.0924,26.05,89,40,1.54,OM,1699922022
377,san antonio de pale,-1.4014,5.6325,26.17,81,31,3.48,GQ,1699921994
378,at taj,24.2049,23.2857,17.83,34,0,4.51,LY,1699921805
379,urangan,-25.3,152.9,23.92,68,0,5.58,AU,1699922024
380,bela,25.9333,81.9833,19.43,56,84,0.47,IN,1699922025
381,winnipeg,49.8844,-97.147,4.04,75,100,6.17,CA,1699921692
382,alpu,39.769,30.9606,10.15,82,50,3.88,TR,1699922026
383,crane,31.3974,-102.3501,11.2,83,100,3.49,US,1699922027
384,vorkuta,67.5,64.0,-13.66,90,100,3.14,RU,1699922027
385,erenhot,43.6475,111.9767,-2.71,34,0,3.75,CN,1699922028
386,shingu,33.7333,135.9833,13.69,54,0,2.16,JP,1699922014
387,troitskoye,52.9821,84.6757,1.27,99,100,3.72,RU,1699922029
388,vilyuysk,63.7553,121.6247,-14.89,97,100,2.15,RU,1699922029
389,korla,41.7597,86.1469,2.88,53,43,0.78,CN,1699922030
390,gubkinskiy,64.434,76.5026,-15.4,93,100,2.87,RU,1699922030
391,tafuna,-14.3358,-170.72,31.97,79,75,5.14,AS,1699922031
392,laojunmiao,39.8333,97.7333,-1.78,38,74,2.03,CN,1699922031
393,tadine,-21.55,167.8833,23.98,54,100,7.79,NC,1699922032
394,borogontsy,62.6683,131.1683,-25.98,100,100,0.97,RU,1699922032
395,kerema,-7.9631,145.7785,27.62,71,99,2.83,PG,1699922033
396,belabo,4.9333,13.3,21.13,98,100,1.03,CM,1699922033
397,rehoboth,-23.3167,17.0833,26.07,30,100,5.01,NA,1699922034
398,pilsrundale,56.4167,24.0,2.51,93,74,3.01,LV,1699922034
399,san patricio,28.017,-97.5169,17.69,91,100,5.33,US,1699922035
400,kiruhura,-2.4773,29.7679,13.85,95,98,1.05,RW,1699922036
401,siirt,37.9326,41.9403,14.11,61,56,1.65,TR,1699922037
402,iwon-up,40.3231,128.6553,6.08,34,97,1.06,KP,1699922038
403,baruun-urt,46.6806,113.2792,-12.39,83,38,3.24,MN,1699922038
404,hadibu,12.65,54.0333,26.19,86,85,4.98,YE,1699922038
405,acajutla,13.5928,-89.8275,27.11,81,98,2.57,SV,1699922039
406,pike road,32.2843,-86.103,17.2,70,100,2.41,US,1699921773
407,pavlogradka,54.2024,73.5592,1.6,92,100,3.64,RU,1699922040
408,thinadhoo,0.5333,72.9333,27.38,76,100,2.97,MV,1699922040
409,masterton,-40.9597,175.6575,17.71,45,66,5.38,NZ,1699921768
410,boguchany,58.3814,97.4531,1.03,97,100,4.47,RU,1699922041
411,ouadda,8.0777,22.4007,21.41,87,94,0.91,CF,1699922041
412,pierre,44.3683,-100.351,15.71,31,0,5.14,US,1699921868
413,porto novo,6.4965,2.6036,24.9,86,3,1.1,BJ,1699922042
414,varto,39.1732,41.4559,9.42,88,100,0.37,TR,1699922043
415,fort bragg,35.139,-79.006,10.75,79,0,0.0,US,1699922043
416,mont-laurier,46.5501,-75.4993,-2.21,91,97,1.94,CA,1699921998
417,qamdo,31.1667,97.2333,-4.48,50,64,1.88,CN,1699922045
418,vryheid,-27.7695,30.7917,11.93,95,100,2.07,ZA,1699922045
419,torghay,49.6339,63.4981,4.3,76,100,5.53,KZ,1699922046
420,napanee,44.2501,-76.9494,6.03,89,24,3.28,CA,1699921950
421,badiyah,22.45,58.8,20.81,43,57,1.95,OM,1699922047
422,puerto madryn,-42.7692,-65.0385,16.62,29,100,11.27,AR,1699922047
423,konarka,19.9,86.1167,22.22,76,96,4.16,IN,1699922048
424,qui nhon,13.7667,109.2333,26.15,88,94,6.38,VN,1699922049
425,gojra,31.1487,72.6866,17.2,50,0,0.95,PK,1699922050
426,ciudad lazaro cardenas,17.9583,-102.2,27.49,78,97,3.06,MX,1699922020
427,pombas,17.1503,-25.0201,23.88,69,100,3.77,CV,1699922051
428,fulton,33.7668,-84.4499,15.05,72,0,0.0,US,1699922051
429,staryya darohi,53.0402,28.267,2.78,93,21,3.62,BY,1699922052
430,jinja,0.439,33.2032,18.07,92,95,0.45,UG,1699922053
431,dengzhou,37.8086,120.7508,6.6,48,100,4.73,CN,1699922053
432,fort wellington,6.4,-57.6,27.13,79,10,4.54,GY,1699922054
433,charters towers,-20.1,146.2667,30.86,25,0,6.15,AU,1699922054
434,dongcun,36.7767,121.1597,5.06,36,99,2.11,CN,1699922055
435,raja,8.4596,25.678,25.33,68,42,0.61,SS,1699921789
436,itacare,-14.2775,-38.9967,23.96,85,18,3.33,BR,1699922056
437,micheweni,-4.9667,39.8333,25.9,85,8,1.49,TZ,1699922057
438,bardai,11.65,7.2333,21.64,23,100,3.25,NG,1699922057
439,querecotillo,-4.8378,-80.6456,23.97,67,7,6.74,PE,1699922058
440,saldanha,-33.0117,17.9442,19.03,74,10,4.01,ZA,1699921961
441,taro,-8.3862,115.28,25.0,68,50,1.49,ID,1699922059
442,moscow,55.7522,37.6156,5.1,79,100,6.32,RU,1699921876
443,touros,-5.1989,-35.4608,26.68,79,94,5.27,BR,1699922030
444,kaiapoi,-43.3783,172.6401,24.2,41,98,6.17,NZ,1699922061
445,nobres,-14.7203,-56.3275,28.69,44,100,1.26,BR,1699922061
446,zhangye,38.9342,100.4517,0.36,37,19,3.94,CN,1699922062
447,atafu village,-8.5421,-172.5159,28.7,80,100,4.87,TK,1699921798
448,shushenskoye,53.325,91.9356,-2.27,85,100,5.17,RU,1699922063
449,illela,13.7292,5.2975,24.47,13,100,4.9,NG,1699922064
450,mount gambier,-37.8333,140.7667,15.17,62,100,1.66,AU,1699922020
451,port lincoln,-34.7333,135.8667,16.73,70,64,4.74,AU,1699922065
452,obubra,6.0752,8.329,24.31,93,96,1.66,NG,1699922066
453,arteche,12.2645,125.4048,27.71,87,100,4.49,PH,1699922066
454,taroudant,30.4703,-8.877,22.87,23,0,1.84,MA,1699922067
455,bilokurakyne,49.5341,38.7307,4.95,77,100,2.16,UA,1699922067
456,ouro preto do oeste,-10.7481,-62.2158,24.09,84,16,1.53,BR,1699922068
457,lijiang,26.8688,100.2207,6.84,48,2,1.9,CN,1699922068
458,kez,57.8979,53.7152,4.15,97,100,5.78,RU,1699922069
459,labasa,-16.4167,179.3833,29.37,73,100,6.12,FJ,1699922070
460,richfield,44.8833,-93.283,10.06,51,40,3.6,US,1699922070
461,lihue,21.9789,-159.3672,29.58,76,100,6.17,US,1699922071
462,beira,-19.8436,34.8389,23.05,100,20,1.03,MZ,1699922071
463,lamar,33.6668,-95.5836,15.99,55,0,2.57,US,1699922072
464,bansud,12.865,121.4564,26.04,87,100,4.47,PH,1699922072
465,malanville,11.8685,3.3899,23.81,17,10,2.53,BJ,1699922073
466,mossel bay,-34.1831,22.146,13.96,85,4,8.6,ZA,1699922073
467,kati,12.7441,-8.0726,22.67,13,5,2.11,ML,1699922074
468,guaruja,-23.9931,-46.2564,24.94,26,56,3.7,BR,1699921807
469,mareeba,-17.0,145.4333,28.58,56,76,3.09,AU,1699922075
470,coahuayana de hidalgo,18.7,-103.6583,26.63,81,7,0.71,MX,1699922075
471,polyarnyy,69.1989,33.4478,-8.84,96,86,0.86,RU,1699921820
472,soure,-0.7167,-48.5233,26.97,78,98,4.14,BR,1699921815
473,sao jose da coroa grande,-8.8978,-35.1478,25.3,85,100,3.2,BR,1699922077
474,bandundu,-3.3167,17.3667,22.08,95,97,0.78,CD,1699922077
475,recani,31.2846,-4.2688,19.7,27,100,1.17,MA,1699921968
476,princeton,25.5384,-80.4089,26.11,83,20,3.09,US,1699922078
477,puerto rico,-26.796,-55.024,21.92,97,100,1.2,AR,1699922079
478,okhotsk,59.3833,143.3,-15.34,78,100,7.13,RU,1699922079
479,nikolayevsk-on-amure,53.1406,140.73,-6.49,85,100,3.18,RU,1699922080
480,corn island,12.1694,-83.0418,28.13,74,100,5.01,NI,1699922080
481,bolobo,-2.1667,16.2333,21.55,95,98,0.91,CD,1699922081
482,ati,13.2154,18.3353,28.27,24,85,3.88,TD,1699922081
483,mejit,10.2753,170.8646,27.93,80,93,8.19,MH,1699922082
484,margate,51.3813,1.3862,13.28,78,100,6.26,GB,1699922082
485,arkalyk,50.2486,66.9114,2.5,82,100,4.26,KZ,1699922083
486,springbok,-29.6643,17.8865,20.94,15,0,5.07,ZA,1699922083
487,harper,4.375,-7.7169,25.5,90,10,2.65,LR,1699922025
488,arawa,-6.2132,155.5367,30.18,61,100,0.09,PG,1699922084
489,aioun,16.6614,-9.6149,26.27,12,0,4.47,MR,1699922023
490,payyannur,12.1,75.2,23.13,79,6,1.01,IN,1699922085
491,tsiroanomandidy,-18.7667,46.0333,20.64,74,6,1.06,MG,1699922086
492,evanston,42.0411,-87.6901,13.0,33,0,2.06,US,1699921957
493,yakeshi,49.2833,120.7333,-13.18,91,49,1.98,CN,1699922086
494,naze,28.3667,129.4833,16.51,59,80,3.74,JP,1699922087
495,bekobod,40.2208,69.2697,8.83,52,0,6.07,UZ,1699922087
496,suva,-18.1416,178.4415,25.71,94,75,4.63,FJ,1699921930
497,hilo,19.7297,-155.09,27.85,69,40,3.6,US,1699921800
498,nola,40.922,14.5329,18.13,88,88,1.38,IT,1699922089
499,akrehamn,59.2667,5.1833,6.11,48,20,5.66,NO,1699922089
500,koryazhma,61.3143,47.1691,2.73,98,100,3.62,RU,1699922089
501,belyy yar,53.6039,91.3903,-9.06,92,100,1.0,RU,1699921972
502,singapur,1.2897,103.8501,26.97,88,75,5.14,SG,1699922046
503,pimampiro,0.4,-77.9667,15.99,86,25,2.28,EC,1699922091
504,andilamena,-17.0167,48.5833,19.43,85,86,1.02,MG,1699922091
505,san luis de la loma,17.2706,-100.8939,27.11,81,23,2.65,MX,1699922092
506,torquay,50.4638,-3.5143,13.29,82,56,11.25,GB,1699922092
507,blackwater,-23.5833,148.8833,29.27,53,0,3.64,AU,1699922093
508,deqen,29.9618,90.7188,-1.14,32,81,1.03,CN,1699922093
509,kofu,35.6639,138.5683,9.62,53,0,0.89,JP,1699922094
510,kenora,49.8167,-94.4337,2.54,80,75,3.09,CA,1699921888
511,forked river,39.8398,-74.1901,8.32,76,19,0.89,US,1699921941
512,kerikeri,-35.2268,173.9474,21.62,67,100,0.45,NZ,1699921963
513,zalari,53.5584,102.5065,-6.43,90,100,1.7,RU,1699922096
514,sandnessjoen,66.0217,12.6316,-11.71,68,19,4.53,NO,1699922097
515,fort mcmurray,56.7268,-111.381,-3.23,86,100,2.57,CA,1699921854
516,tianpeng,30.9866,103.9393,10.91,84,100,1.49,CN,1699922097
517,midvagur,62.0511,-7.1939,7.46,76,75,7.2,FO,1699922098
518,port saint john's,-31.6229,29.5448,16.71,77,100,2.82,ZA,1699921989
519,beeville,28.4008,-97.7483,16.1,83,100,4.84,US,1699922099
520,rio grande,-32.035,-52.0986,20.06,93,100,4.78,BR,1699922100
521,la rioja,42.25,-2.5,7.88,85,99,3.46,ES,1699922100
522,terbanggi besar,-4.8667,105.2333,29.59,65,100,2.9,ID,1699922100
523,port blair,11.6667,92.75,26.02,89,100,3.6,IN,1699922101
524,yemetsk,63.4721,41.7941,-2.73,96,95,2.86,RU,1699922101
525,lospalos,-8.5186,127.0025,30.64,46,16,2.02,TL,1699922102
526,tarana,23.3333,76.0333,16.37,53,100,2.38,IN,1699922103
527,whakatane,-37.9585,176.9854,21.05,76,100,2.68,NZ,1699922103
528,gaspe,48.8334,-64.4819,-0.05,80,100,2.06,CA,1699922104
529,langarud,37.197,50.1535,17.1,68,5,2.43,IR,1699922104
530,zhosaly,45.4878,64.0781,4.19,68,99,6.53,KZ,1699922105
531,taos,36.4072,-105.5731,9.22,27,0,0.0,US,1699922066
532,lazaro cardenas,17.9583,-102.2,27.49,78,97,3.06,MX,1699921949
533,hailar,49.2,119.7,-13.39,91,24,3.19,CN,1699922106
534,zorritos,-3.6805,-80.6782,25.16,79,10,5.36,PE,1699922107
535,mundybash,53.211,87.2983,0.76,98,100,3.99,RU,1699922108
536,kargopol',61.5071,38.9456,0.35,98,100,1.82,RU,1699922108
537,chatham,51.3789,0.5279,13.33,65,72,4.47,GB,1699921815
538,prineville,44.2999,-120.8345,11.06,73,0,1.54,US,1699922109
539,kapit,2.0167,112.9333,27.0,86,97,0.15,MY,1699922110
540,krasnopavlivka,49.1372,36.3272,4.01,77,48,2.51,UA,1699922111
541,birao,10.2849,22.7882,24.35,69,14,1.56,CF,1699922111
542,peterborough,52.5736,-0.2478,11.07,87,4,7.2,GB,1699922112
543,oliver,49.1831,-119.5524,9.14,76,15,0.0,CA,1699922015
544,zhongshu,24.5167,103.7667,11.87,96,100,1.31,CN,1699922113
545,miyaly,48.8844,53.7836,6.05,68,16,5.22,KZ,1699922113
546,kolonia,50.9333,6.95,12.71,75,20,7.72,DE,1699922114
547,paradip garh,20.3167,86.6167,22.02,72,100,4.52,IN,1699922115
548,geraldton,-28.7667,114.6,23.23,73,100,4.12,AU,1699922116
549,corning,42.1428,-77.0547,8.44,80,0,0.0,US,1699922117
550,kenai,60.5544,-151.2583,1.05,93,0,3.09,US,1699922118
551,chas,23.6333,86.1667,18.14,56,12,1.91,IN,1699922119
552,kiunga,-6.1219,141.2906,32.58,53,9,0.75,PG,1699922119
553,prince rupert,54.3161,-130.3201,6.83,78,75,2.57,CA,1699922120
554,watertown,42.3709,-71.1828,5.62,61,100,3.09,US,1699922022
555,port augusta,-32.5,137.7667,24.82,39,78,6.38,AU,1699921986
556,keflavik,64.0049,-22.5624,7.24,65,0,7.72,IS,1699922121
557,longido,-2.7333,36.6833,18.18,93,13,1.41,TZ,1699922122
558,malabar,-33.9667,151.25,28.73,62,20,6.69,AU,1699922122
559,bataipora,-22.2953,-53.2711,27.73,45,3,0.6,BR,1699922123
560,sola,-13.8833,167.55,26.37,83,100,3.09,VU,1699922123
561,opuwo,-18.0607,13.84,23.82,27,27,1.36,NA,1699922124
562,kiruna,67.8557,20.2251,-24.49,84,35,0.0,SE,1699922125
563,nagqu,31.5,92.0,-7.66,39,100,1.96,CN,1699921952
564,tianshui,34.5439,105.6897,3.37,76,6,0.96,CN,1699922126
565,umba,66.6871,34.3429,-7.13,88,22,6.06,RU,1699922127
566,neryungri,56.6709,124.6491,-14.49,88,100,0.07,RU,1699922127
567,aksu,41.1231,80.2644,3.09,43,0,1.66,CN,1699922120
568,ardestan,33.3761,52.3694,15.32,37,97,0.8,IR,1699922129
569,valparaiso,-33.0393,-71.6273,15.8,55,0,5.66,CL,1699921892
570,berezovyy,51.6667,135.7,-6.58,55,0,1.05,RU,1699922130
571,bonanza,14.0289,-84.591,23.04,99,100,0.67,NI,1699922131
